c2,s,BandGap1
15,0.36,4.2672
0.15,0.37,0.54845
0.3,0.37,0.55895
0.45,0.37,0.47848
0.6,0.37,0.36155
0.75,0.37,0.22944
0.9,0.37,0.092015
1.05,0.37,0.045785
1.2,0.37,0.18142
1.35,0.37,0.31356
1.5,0.37,0.44156
1.65,0.37,0.56513
1.8,0.37,0.6842
1.95,0.37,0.79881
2.1,0.37,0.90908
2.25,0.37,1.0151
2.4,0.37,1.1172
2.55,0.37,1.2154
2.7,0.37,1.3098
2.85,0.37,1.4008
3,0.37,1.4885
3.15,0.37,1.5729
3.3,0.37,1.6543
3.45,0.37,1.7328
3.6,0.37,1.8086
3.75,0.37,1.8817
3.9,0.37,1.9524
4.05,0.37,2.0206
4.2,0.37,2.0865
4.35,0.37,2.1503
4.5,0.37,2.212
4.65,0.37,2.2717
4.8,0.37,2.3294
4.95,0.37,2.3854
5.1,0.37,2.4396
5.25,0.37,2.4921
5.4,0.37,2.543
5.55,0.37,2.5924
5.7,0.37,2.6403
5.85,0.37,2.6868
6,0.37,2.732
6.15,0.37,2.7758
6.3,0.37,2.8184
6.45,0.37,2.8597
6.6,0.37,2.9
6.75,0.37,2.9391
6.9,0.37,2.9771
7.05,0.37,3.0141
7.2,0.37,3.0501
7.35,0.37,3.0852
7.5,0.37,3.1193
7.65,0.37,3.1526
7.8,0.37,3.185
7.95,0.37,3.2166
8.1,0.37,3.2474
8.25,0.37,3.2774
8.4,0.37,3.3067
8.55,0.37,3.3352
8.7,0.37,3.3631
8.85,0.37,3.3903
9,0.37,3.4169
9.15,0.37,3.4429
9.3,0.37,3.4682
9.45,0.37,3.493
9.6,0.37,3.5172
9.75,0.37,3.5409
9.9,0.37,3.5641
10.05,0.37,3.5867
10.2,0.37,3.6089
10.35,0.37,3.6305
10.5,0.37,3.6517
10.65,0.37,3.6725
10.8,0.37,3.6928
10.95,0.37,3.7128
11.1,0.37,3.7323
11.25,0.37,3.7514
11.4,0.37,3.7701
11.55,0.37,3.7885
11.7,0.37,3.8065
11.85,0.37,3.8241
12,0.37,3.8414
12.15,0.37,3.8584
12.3,0.37,3.8751
12.45,0.37,3.8914
12.6,0.37,3.9075
12.75,0.37,3.9232
12.9,0.37,3.9387
13.05,0.37,3.9539
13.2,0.37,3.9688
13.35,0.37,3.9834
13.5,0.37,3.9978
13.65,0.37,4.012
13.8,0.37,4.0259
13.95,0.37,4.0395
14.1,0.37,4.053
14.25,0.37,4.0662
14.4,0.37,4.0792
14.55,0.37,4.092
14.7,0.37,4.1045
14.85,0.37,4.1169
15,0.37,4.1291
0.15,0.38,0.56722
0.3,0.38,0.57557
0.45,0.38,0.49052
0.6,0.38,0.3692
0.75,0.38,0.23351
0.9,0.38,0.093378
1.05,0.38,0.046348
1.2,0.38,0.18325
1.35,0.38,0.31611
1.5,0.38,0.44438
1.65,0.38,0.56784
1.8,0.38,0.68649
1.95,0.38,0.8004
2.1,0.38,0.90975
2.25,0.38,1.0147
2.4,0.38,1.1155
2.55,0.38,1.2122
2.7,0.38,1.3052
2.85,0.38,1.3946
3,0.38,1.4805
3.15,0.38,1.5631
3.3,0.38,1.6427
3.45,0.38,1.7193
3.6,0.38,1.7931
3.75,0.38,1.8643
3.9,0.38,1.9329
4.05,0.38,1.9991
4.2,0.38,2.063
4.35,0.38,2.1247
4.5,0.38,2.1843
4.65,0.38,2.242
4.8,0.38,2.2977
4.95,0.38,2.3516
5.1,0.38,2.4037
5.25,0.38,2.4542
5.4,0.38,2.5031
5.55,0.38,2.5504
5.7,0.38,2.5963
5.85,0.38,2.6408
6,0.38,2.684
6.15,0.38,2.7259
6.3,0.38,2.7665
6.45,0.38,2.8059
6.6,0.38,2.8443
6.75,0.38,2.8815
6.9,0.38,2.9177
7.05,0.38,2.9529
7.2,0.38,2.9871
7.35,0.38,3.0203
7.5,0.38,3.0527
7.65,0.38,3.0842
7.8,0.38,3.1149
7.95,0.38,3.1448
8.1,0.38,3.1739
8.25,0.38,3.2023
8.4,0.38,3.23
8.55,0.38,3.2569
8.7,0.38,3.2832
8.85,0.38,3.3089
9,0.38,3.3339
9.15,0.38,3.3584
9.3,0.38,3.3823
9.45,0.38,3.4056
9.6,0.38,3.4283
9.75,0.38,3.4506
9.9,0.38,3.4723
10.05,0.38,3.4936
10.2,0.38,3.5144
10.35,0.38,3.5347
10.5,0.38,3.5546
10.65,0.38,3.5741
10.8,0.38,3.5931
10.95,0.38,3.6118
11.1,0.38,3.63
11.25,0.38,3.6479
11.4,0.38,3.6654
11.55,0.38,3.6826
11.7,0.38,3.6994
11.85,0.38,3.7159
12,0.38,3.732
12.15,0.38,3.7479
12.3,0.38,3.7634
12.45,0.38,3.7787
12.6,0.38,3.7936
12.75,0.38,3.8083
12.9,0.38,3.8227
13.05,0.38,3.8368
13.2,0.38,3.8507
13.35,0.38,3.8644
13.5,0.38,3.8778
13.65,0.38,3.8909
13.8,0.38,3.9038
13.95,0.38,3.9165
14.1,0.38,3.929
14.25,0.38,3.9413
14.4,0.38,3.9533
14.55,0.38,3.9652
14.7,0.38,3.9769
14.85,0.38,3.9883
15,0.38,3.9996
0.15,0.39,0.58612
0.3,0.39,0.59198
0.45,0.39,0.50228
0.6,0.39,0.37658
0.75,0.39,0.23738
0.9,0.39,0.094654
1.05,0.39,0.046865
1.2,0.39,0.18488
1.35,0.39,0.3183
1.5,0.39,0.44667
1.65,0.39,0.56985
1.8,0.39,0.68789
1.95,0.39,0.80095
2.1,0.39,0.90921
2.25,0.39,1.0129
2.4,0.39,1.1122
2.55,0.39,1.2074
2.7,0.39,1.2987
2.85,0.39,1.3863
3,0.39,1.4704
3.15,0.39,1.5511
3.3,0.39,1.6287
3.45,0.39,1.7034
3.6,0.39,1.7751
3.75,0.39,1.8442
3.9,0.39,1.9108
4.05,0.39,1.9749
4.2,0.39,2.0367
4.35,0.39,2.0963
4.5,0.39,2.1538
4.65,0.39,2.2094
4.8,0.39,2.263
4.95,0.39,2.3148
5.1,0.39,2.3649
5.25,0.39,2.4134
5.4,0.39,2.4603
5.55,0.39,2.5056
5.7,0.39,2.5496
5.85,0.39,2.5921
6,0.39,2.6334
6.15,0.39,2.6734
6.3,0.39,2.7121
6.45,0.39,2.7497
6.6,0.39,2.7863
6.75,0.39,2.8217
6.9,0.39,2.8561
7.05,0.39,2.8896
7.2,0.39,2.9221
7.35,0.39,2.9537
7.5,0.39,2.9844
7.65,0.39,3.0143
7.8,0.39,3.0434
7.95,0.39,3.0717
8.1,0.39,3.0993
8.25,0.39,3.1262
8.4,0.39,3.1523
8.55,0.39,3.1778
8.7,0.39,3.2027
8.85,0.39,3.227
9,0.39,3.2506
9.15,0.39,3.2737
9.3,0.39,3.2962
9.45,0.39,3.3182
9.6,0.39,3.3397
9.75,0.39,3.3607
9.9,0.39,3.3812
10.05,0.39,3.4012
10.2,0.39,3.4208
10.35,0.39,3.4399
10.5,0.39,3.4586
10.65,0.39,3.4769
10.8,0.39,3.4949
10.95,0.39,3.5124
11.1,0.39,3.5296
11.25,0.39,3.5464
11.4,0.39,3.5628
11.55,0.39,3.5789
11.7,0.39,3.5947
11.85,0.39,3.6102
12,0.39,3.6254
12.15,0.39,3.6402
12.3,0.39,3.6548
12.45,0.39,3.6691
12.6,0.39,3.6831
12.75,0.39,3.6969
12.9,0.39,3.7104
13.05,0.39,3.7236
13.2,0.39,3.7366
13.35,0.39,3.7494
13.5,0.39,3.7619
13.65,0.39,3.7743
13.8,0.39,3.7864
13.95,0.39,3.7982
14.1,0.39,3.8099
14.25,0.39,3.8214
14.4,0.39,3.8327
14.55,0.39,3.8438
14.7,0.39,3.8547
14.85,0.39,3.8654
15,0.39,3.8759
0.15,0.4,0.60531
0.3,0.4,0.60822
0.45,0.4,0.51373
0.6,0.4,0.38366
0.75,0.4,0.24104
0.9,0.4,0.095841
1.05,0.4,0.047334
1.2,0.4,0.18632
1.35,0.4,0.32015
1.5,0.4,0.44847
1.65,0.4,0.57121
1.8,0.4,0.6885
1.95,0.4,0.80054
2.1,0.4,0.90757
2.25,0.4,1.0098
2.4,0.4,1.1076
2.55,0.4,1.2011
2.7,0.4,1.2906
2.85,0.4,1.3763
3,0.4,1.4584
3.15,0.4,1.5371
3.3,0.4,1.6127
3.45,0.4,1.6852
3.6,0.4,1.7548
3.75,0.4,1.8218
3.9,0.4,1.8862
4.05,0.4,1.9481
4.2,0.4,2.0078
4.35,0.4,2.0652
4.5,0.4,2.1206
4.65,0.4,2.174
4.8,0.4,2.2256
4.95,0.4,2.2753
5.1,0.4,2.3234
5.25,0.4,2.3698
5.4,0.4,2.4146
5.55,0.4,2.458
5.7,0.4,2.5
5.85,0.4,2.5407
6,0.4,2.58
6.15,0.4,2.6181
6.3,0.4,2.6551
6.45,0.4,2.6909
6.6,0.4,2.7256
6.75,0.4,2.7593
6.9,0.4,2.7921
7.05,0.4,2.8238
7.2,0.4,2.8547
7.35,0.4,2.8847
7.5,0.4,2.9139
7.65,0.4,2.9422
7.8,0.4,2.9698
7.95,0.4,2.9966
8.1,0.4,3.0227
8.25,0.4,3.0482
8.4,0.4,3.0729
8.55,0.4,3.0971
8.7,0.4,3.1206
8.85,0.4,3.1435
9,0.4,3.1659
9.15,0.4,3.1877
9.3,0.4,3.209
9.45,0.4,3.2298
9.6,0.4,3.2501
9.75,0.4,3.2699
9.9,0.4,3.2892
10.05,0.4,3.3081
10.2,0.4,3.3266
10.35,0.4,3.3446
10.5,0.4,3.3623
10.65,0.4,3.3796
10.8,0.4,3.3965
10.95,0.4,3.413
11.1,0.4,3.4292
11.25,0.4,3.445
11.4,0.4,3.4605
11.55,0.4,3.4757
11.7,0.4,3.4906
11.85,0.4,3.5052
12,0.4,3.5194
12.15,0.4,3.5334
12.3,0.4,3.5472
12.45,0.4,3.5606
12.6,0.4,3.5738
12.75,0.4,3.5868
12.9,0.4,3.5995
13.05,0.4,3.6119
13.2,0.4,3.6242
13.35,0.4,3.6362
13.5,0.4,3.648
13.65,0.4,3.6596
13.8,0.4,3.6709
13.95,0.4,3.6821
14.1,0.4,3.6931
14.25,0.4,3.7039
14.4,0.4,3.7145
14.55,0.4,3.7249
14.7,0.4,3.7352
14.85,0.4,3.7452
15,0.4,3.7552
0.15,0.41,0.62497
0.3,0.41,0.62439
0.45,0.41,0.52488
0.6,0.41,0.39044
0.75,0.41,0.24449
0.9,0.41,0.096934
1.05,0.41,0.047756
1.2,0.41,0.18757
1.35,0.41,0.32167
1.5,0.41,0.4498
1.65,0.41,0.57197
1.8,0.41,0.68839
1.95,0.41,0.79929
2.1,0.41,0.90496
2.25,0.41,1.0057
2.4,0.41,1.1018
2.55,0.41,1.1935
2.7,0.41,1.2811
2.85,0.41,1.3648
3,0.41,1.4448
3.15,0.41,1.5215
3.3,0.41,1.5948
3.45,0.41,1.6652
3.6,0.41,1.7327
3.75,0.41,1.7974
3.9,0.41,1.8596
4.05,0.41,1.9193
4.2,0.41,1.9768
4.35,0.41,2.0321
4.5,0.41,2.0853
4.65,0.41,2.1365
4.8,0.41,2.1859
4.95,0.41,2.2336
5.1,0.41,2.2795
5.25,0.41,2.3239
5.4,0.41,2.3668
5.55,0.41,2.4082
5.7,0.41,2.4482
5.85,0.41,2.4869
6,0.41,2.5244
6.15,0.41,2.5606
6.3,0.41,2.5958
6.45,0.41,2.6298
6.6,0.41,2.6628
6.75,0.41,2.6948
6.9,0.41,2.7258
7.05,0.41,2.756
7.2,0.41,2.7852
7.35,0.41,2.8136
7.5,0.41,2.8413
7.65,0.41,2.8681
7.8,0.41,2.8942
7.95,0.41,2.9196
8.1,0.41,2.9443
8.25,0.41,2.9683
8.4,0.41,2.9918
8.55,0.41,3.0146
8.7,0.41,3.0368
8.85,0.41,3.0585
9,0.41,3.0796
9.15,0.41,3.1002
9.3,0.41,3.1203
9.45,0.41,3.1399
9.6,0.41,3.159
9.75,0.41,3.1777
9.9,0.41,3.196
10.05,0.41,3.2138
10.2,0.41,3.2312
10.35,0.41,3.2483
10.5,0.41,3.2649
10.65,0.41,3.2812
10.8,0.41,3.2971
10.95,0.41,3.3127
11.1,0.41,3.328
11.25,0.41,3.3429
11.4,0.41,3.3575
11.55,0.41,3.3719
11.7,0.41,3.3859
11.85,0.41,3.3996
12,0.41,3.4131
12.15,0.41,3.4263
12.3,0.41,3.4392
12.45,0.41,3.4519
12.6,0.41,3.4644
12.75,0.41,3.4766
12.9,0.41,3.4886
13.05,0.41,3.5003
13.2,0.41,3.5119
13.35,0.41,3.5232
13.5,0.41,3.5343
13.65,0.41,3.5452
13.8,0.41,3.556
13.95,0.41,3.5665
14.1,0.41,3.5769
14.25,0.41,3.587
14.4,0.41,3.597
14.55,0.41,3.6069
14.7,0.41,3.6165
14.85,0.41,3.626
15,0.41,3.6354
0.15,0.42,0.64517
0.3,0.42,0.64055
0.45,0.42,0.53577
0.6,0.42,0.39692
0.75,0.42,0.24771
0.9,0.42,0.097935
1.05,0.42,0.04813
1.2,0.42,0.18864
1.35,0.42,0.32287
1.5,0.42,0.45068
1.65,0.42,0.57217
1.8,0.42,0.68759
1.95,0.42,0.79726
2.1,0.42,0.90149
2.25,0.42,1.0006
2.4,0.42,1.0949
2.55,0.42,1.1848
2.7,0.42,1.2704
2.85,0.42,1.3521
3,0.42,1.43
3.15,0.42,1.5045
3.3,0.42,1.5757
3.45,0.42,1.6439
3.6,0.42,1.7091
3.75,0.42,1.7717
3.9,0.42,1.8316
4.05,0.42,1.8892
4.2,0.42,1.9444
4.35,0.42,1.9975
4.5,0.42,2.0485
4.65,0.42,2.0976
4.8,0.42,2.1449
4.95,0.42,2.1905
5.1,0.42,2.2343
5.25,0.42,2.2767
5.4,0.42,2.3175
5.55,0.42,2.357
5.7,0.42,2.395
5.85,0.42,2.4319
6,0.42,2.4674
6.15,0.42,2.5019
6.3,0.42,2.5352
6.45,0.42,2.5675
6.6,0.42,2.5987
6.75,0.42,2.6291
6.9,0.42,2.6584
7.05,0.42,2.6869
7.2,0.42,2.7146
7.35,0.42,2.7415
7.5,0.42,2.7676
7.65,0.42,2.7929
7.8,0.42,2.8176
7.95,0.42,2.8415
8.1,0.42,2.8648
8.25,0.42,2.8875
8.4,0.42,2.9096
8.55,0.42,2.9311
8.7,0.42,2.9521
8.85,0.42,2.9725
9,0.42,2.9924
9.15,0.42,3.0118
9.3,0.42,3.0307
9.45,0.42,3.0492
9.6,0.42,3.0672
9.75,0.42,3.0848
9.9,0.42,3.102
10.05,0.42,3.1188
10.2,0.42,3.1352
10.35,0.42,3.1513
10.5,0.42,3.1669
10.65,0.42,3.1823
10.8,0.42,3.1973
10.95,0.42,3.2119
11.1,0.42,3.2263
11.25,0.42,3.2404
11.4,0.42,3.2541
11.55,0.42,3.2676
11.7,0.42,3.2808
11.85,0.42,3.2937
12,0.42,3.3064
12.15,0.42,3.3189
12.3,0.42,3.331
12.45,0.42,3.343
12.6,0.42,3.3547
12.75,0.42,3.3662
12.9,0.42,3.3775
13.05,0.42,3.3886
13.2,0.42,3.3994
13.35,0.42,3.4101
13.5,0.42,3.4206
13.65,0.42,3.4309
13.8,0.42,3.441
13.95,0.42,3.4509
14.1,0.42,3.4607
14.25,0.42,3.4703
14.4,0.42,3.4797
14.55,0.42,3.489
14.7,0.42,3.4981
14.85,0.42,3.507
15,0.42,3.5159
0.15,0.43,0.66592
0.3,0.43,0.65675
0.45,0.43,0.54642
0.6,0.43,0.40312
0.75,0.43,0.25072
0.9,0.43,0.098842
1.05,0.43,0.048457
1.2,0.43,0.18951
1.35,0.43,0.32374
1.5,0.43,0.4511
1.65,0.43,0.5718
1.8,0.43,0.68614
1.95,0.43,0.79448
2.1,0.43,0.8972
2.25,0.43,0.99465
2.4,0.43,1.0872
2.55,0.43,1.1751
2.7,0.43,1.2587
2.85,0.43,1.3384
3,0.43,1.4142
3.15,0.43,1.4866
3.3,0.43,1.5556
3.45,0.43,1.6216
3.6,0.43,1.6846
3.75,0.43,1.745
3.9,0.43,1.8027
4.05,0.43,1.8581
4.2,0.43,1.9112
4.35,0.43,1.9621
4.5,0.43,2.011
4.65,0.43,2.058
4.8,0.43,2.1032
4.95,0.43,2.1467
5.1,0.43,2.1886
5.25,0.43,2.2289
5.4,0.43,2.2678
5.55,0.43,2.3053
5.7,0.43,2.3416
5.85,0.43,2.3765
6,0.43,2.4103
6.15,0.43,2.4429
6.3,0.43,2.4745
6.45,0.43,2.5051
6.6,0.43,2.5347
6.75,0.43,2.5633
6.9,0.43,2.5911
7.05,0.43,2.618
7.2,0.43,2.6442
7.35,0.43,2.6695
7.5,0.43,2.6941
7.65,0.43,2.718
7.8,0.43,2.7412
7.95,0.43,2.7638
8.1,0.43,2.7858
8.25,0.43,2.8071
8.4,0.43,2.8279
8.55,0.43,2.8481
8.7,0.43,2.8678
8.85,0.43,2.887
9,0.43,2.9058
9.15,0.43,2.924
9.3,0.43,2.9418
9.45,0.43,2.9591
9.6,0.43,2.9761
9.75,0.43,2.9926
9.9,0.43,3.0087
10.05,0.43,3.0245
10.2,0.43,3.0399
10.35,0.43,3.055
10.5,0.43,3.0697
10.65,0.43,3.0841
10.8,0.43,3.0982
10.95,0.43,3.1119
11.1,0.43,3.1254
11.25,0.43,3.1386
11.4,0.43,3.1515
11.55,0.43,3.1642
11.7,0.43,3.1766
11.85,0.43,3.1887
12,0.43,3.2006
12.15,0.43,3.2123
12.3,0.43,3.2237
12.45,0.43,3.2349
12.6,0.43,3.2459
12.75,0.43,3.2567
12.9,0.43,3.2673
13.05,0.43,3.2777
13.2,0.43,3.2879
13.35,0.43,3.2979
13.5,0.43,3.3078
13.65,0.43,3.3174
13.8,0.43,3.3269
13.95,0.43,3.3363
14.1,0.43,3.3454
14.25,0.43,3.3544
14.4,0.43,3.3633
14.55,0.43,3.372
14.7,0.43,3.3806
14.85,0.43,3.389
15,0.43,3.3973
0.15,0.44,0.68712
0.3,0.44,0.67297
0.45,0.44,0.55684
0.6,0.44,0.40903
0.75,0.44,0.25352
0.9,0.44,0.099655
1.05,0.44,0.048735
1.2,0.44,0.19018
1.35,0.44,0.32427
1.5,0.44,0.45107
1.65,0.44,0.57085
1.8,0.44,0.68401
1.95,0.44,0.79095
2.1,0.44,0.89208
2.25,0.44,0.98781
2.4,0.44,1.0785
2.55,0.44,1.1645
2.7,0.44,1.2461
2.85,0.44,1.3237
3,0.44,1.3975
3.15,0.44,1.4677
3.3,0.44,1.5346
3.45,0.44,1.5984
3.6,0.44,1.6593
3.75,0.44,1.7175
3.9,0.44,1.7732
4.05,0.44,1.8264
4.2,0.44,1.8774
4.35,0.44,1.9263
4.5,0.44,1.9731
4.65,0.44,2.0181
4.8,0.44,2.0613
4.95,0.44,2.1029
5.1,0.44,2.1428
5.25,0.44,2.1813
5.4,0.44,2.2183
5.55,0.44,2.254
5.7,0.44,2.2884
5.85,0.44,2.3216
6,0.44,2.3536
6.15,0.44,2.3846
6.3,0.44,2.4145
6.45,0.44,2.4434
6.6,0.44,2.4714
6.75,0.44,2.4985
6.9,0.44,2.5248
7.05,0.44,2.5502
7.2,0.44,2.5749
7.35,0.44,2.5988
7.5,0.44,2.622
7.65,0.44,2.6445
7.8,0.44,2.6664
7.95,0.44,2.6877
8.1,0.44,2.7083
8.25,0.44,2.7284
8.4,0.44,2.748
8.55,0.44,2.767
8.7,0.44,2.7855
8.85,0.44,2.8035
9,0.44,2.8211
9.15,0.44,2.8382
9.3,0.44,2.8549
9.45,0.44,2.8712
9.6,0.44,2.8871
9.75,0.44,2.9026
9.9,0.44,2.9177
10.05,0.44,2.9325
10.2,0.44,2.947
10.35,0.44,2.9611
10.5,0.44,2.9749
10.65,0.44,2.9883
10.8,0.44,3.0015
10.95,0.44,3.0144
11.1,0.44,3.027
11.25,0.44,3.0394
11.4,0.44,3.0515
11.55,0.44,3.0633
11.7,0.44,3.0749
11.85,0.44,3.0863
12,0.44,3.0974
12.15,0.44,3.1083
12.3,0.44,3.119
12.45,0.44,3.1295
12.6,0.44,3.1398
12.75,0.44,3.1499
12.9,0.44,3.1598
13.05,0.44,3.1696
13.2,0.44,3.1791
13.35,0.44,3.1885
13.5,0.44,3.1977
13.65,0.44,3.2067
13.8,0.44,3.2156
13.95,0.44,3.2243
14.1,0.44,3.2329
14.25,0.44,3.2413
14.4,0.44,3.2496
14.55,0.44,3.2578
14.7,0.44,3.2658
14.85,0.44,3.2737
15,0.44,3.2814
0.15,0.45,0.70864
0.3,0.45,0.68915
0.45,0.45,0.567
0.6,0.45,0.41466
0.75,0.45,0.25609
0.9,0.45,0.10037
1.05,0.45,0.048964
1.2,0.45,0.19067
1.35,0.45,0.32447
1.5,0.45,0.45057
1.65,0.45,0.56932
1.8,0.45,0.68119
1.95,0.45,0.78664
2.1,0.45,0.88612
2.25,0.45,0.98006
2.4,0.45,1.0689
2.55,0.45,1.1529
2.7,0.45,1.2325
2.85,0.45,1.3081
3,0.45,1.3797
3.15,0.45,1.4479
3.3,0.45,1.5127
3.45,0.45,1.5744
3.6,0.45,1.6332
3.75,0.45,1.6893
3.9,0.45,1.7429
4.05,0.45,1.7941
4.2,0.45,1.8431
4.35,0.45,1.89
4.5,0.45,1.9349
4.65,0.45,1.978
4.8,0.45,2.0193
4.95,0.45,2.059
5.1,0.45,2.0971
5.25,0.45,2.1337
5.4,0.45,2.169
5.55,0.45,2.203
5.7,0.45,2.2357
5.85,0.45,2.2673
6,0.45,2.2977
6.15,0.45,2.3271
6.3,0.45,2.3555
6.45,0.45,2.3829
6.6,0.45,2.4094
6.75,0.45,2.435
6.9,0.45,2.4599
7.05,0.45,2.4839
7.2,0.45,2.5072
7.35,0.45,2.5298
7.5,0.45,2.5517
7.65,0.45,2.5729
7.8,0.45,2.5936
7.95,0.45,2.6136
8.1,0.45,2.6331
8.25,0.45,2.652
8.4,0.45,2.6704
8.55,0.45,2.6883
8.7,0.45,2.7057
8.85,0.45,2.7227
9,0.45,2.7392
9.15,0.45,2.7553
9.3,0.45,2.771
9.45,0.45,2.7863
9.6,0.45,2.8012
9.75,0.45,2.8157
9.9,0.45,2.8299
10.05,0.45,2.8438
10.2,0.45,2.8573
10.35,0.45,2.8706
10.5,0.45,2.8835
10.65,0.45,2.8961
10.8,0.45,2.9085
10.95,0.45,2.9205
11.1,0.45,2.9324
11.25,0.45,2.9439
11.4,0.45,2.9552
11.55,0.45,2.9663
11.7,0.45,2.9772
11.85,0.45,2.9878
12,0.45,2.9982
12.15,0.45,3.0084
12.3,0.45,3.0184
12.45,0.45,3.0283
12.6,0.45,3.0379
12.75,0.45,3.0473
12.9,0.45,3.0566
13.05,0.45,3.0657
13.2,0.45,3.0746
13.35,0.45,3.0833
13.5,0.45,3.0919
13.65,0.45,3.1004
13.8,0.45,3.1087
13.95,0.45,3.1168
14.1,0.45,3.1248
14.25,0.45,3.1327
14.4,0.45,3.1404
14.55,0.45,3.148
14.7,0.45,3.1555
14.85,0.45,3.1629
15,0.45,3.1701
0.15,0.46,0.7304
0.3,0.46,0.70519
0.45,0.46,0.57685
0.6,0.46,0.41997
0.75,0.46,0.25844
0.9,0.46,0.101
1.05,0.46,0.049145
1.2,0.46,0.19095
1.35,0.46,0.32433
1.5,0.46,0.44959
1.65,0.46,0.5672
1.8,0.46,0.67768
1.95,0.46,0.78154
2.1,0.46,0.87929
2.25,0.46,0.97139
2.4,0.46,1.0583
2.55,0.46,1.1403
2.7,0.46,1.2179
2.85,0.46,1.2914
3,0.46,1.361
3.15,0.46,1.427
3.3,0.46,1.4898
3.45,0.46,1.5494
3.6,0.46,1.6062
3.75,0.46,1.6603
3.9,0.46,1.7119
4.05,0.46,1.7611
4.2,0.46,1.8082
4.35,0.46,1.8531
4.5,0.46,1.8962
4.65,0.46,1.9374
4.8,0.46,1.977
4.95,0.46,2.0149
5.1,0.46,2.0513
5.25,0.46,2.0862
5.4,0.46,2.1199
5.55,0.46,2.1522
5.7,0.46,2.1834
5.85,0.46,2.2134
6,0.46,2.2423
6.15,0.46,2.2702
6.3,0.46,2.2972
6.45,0.46,2.3232
6.6,0.46,2.3483
6.75,0.46,2.3727
6.9,0.46,2.3962
7.05,0.46,2.4189
7.2,0.46,2.441
7.35,0.46,2.4623
7.5,0.46,2.4831
7.65,0.46,2.5031
7.8,0.46,2.5226
7.95,0.46,2.5416
8.1,0.46,2.5599
8.25,0.46,2.5778
8.4,0.46,2.5951
8.55,0.46,2.612
8.7,0.46,2.6284
8.85,0.46,2.6444
9,0.46,2.66
9.15,0.46,2.6751
9.3,0.46,2.6899
9.45,0.46,2.7043
9.6,0.46,2.7183
9.75,0.46,2.732
9.9,0.46,2.7454
10.05,0.46,2.7584
10.2,0.46,2.7711
10.35,0.46,2.7835
10.5,0.46,2.7957
10.65,0.46,2.8075
10.8,0.46,2.8191
10.95,0.46,2.8305
11.1,0.46,2.8416
11.25,0.46,2.8524
11.4,0.46,2.863
11.55,0.46,2.8734
11.7,0.46,2.8836
11.85,0.46,2.8936
12,0.46,2.9033
12.15,0.46,2.9129
12.3,0.46,2.9223
12.45,0.46,2.9315
12.6,0.46,2.9405
12.75,0.46,2.9493
12.9,0.46,2.958
13.05,0.46,2.9665
13.2,0.46,2.9748
13.35,0.46,2.983
13.5,0.46,2.9911
13.65,0.46,2.999
13.8,0.46,3.0067
13.95,0.46,3.0144
14.1,0.46,3.0219
14.25,0.46,3.0292
14.4,0.46,3.0365
14.55,0.46,3.0436
14.7,0.46,3.0506
14.85,0.46,3.0574
15,0.46,3.0642
0.15,0.47,0.75242
0.3,0.47,0.72104
0.45,0.47,0.58635
0.6,0.47,0.42495
0.75,0.47,0.26056
0.9,0.47,0.10152
1.05,0.47,0.049276
1.2,0.47,0.19104
1.35,0.47,0.32386
1.5,0.47,0.44816
1.65,0.47,0.5645
1.8,0.47,0.67348
1.95,0.47,0.77567
2.1,0.47,0.87161
2.25,0.47,0.9618
2.4,0.47,1.0467
2.55,0.47,1.1267
2.7,0.47,1.2023
2.85,0.47,1.2737
3,0.47,1.3412
3.15,0.47,1.4052
3.3,0.47,1.4659
3.45,0.47,1.5235
3.6,0.47,1.5783
3.75,0.47,1.6304
3.9,0.47,1.68
4.05,0.47,1.7273
4.2,0.47,1.7725
4.35,0.47,1.8157
4.5,0.47,1.8569
4.65,0.47,1.8964
4.8,0.47,1.9342
4.95,0.47,1.9704
5.1,0.47,2.0052
5.25,0.47,2.0386
5.4,0.47,2.0707
5.55,0.47,2.1015
5.7,0.47,2.1312
5.85,0.47,2.1597
6,0.47,2.1873
6.15,0.47,2.2138
6.3,0.47,2.2394
6.45,0.47,2.2641
6.6,0.47,2.288
6.75,0.47,2.311
6.9,0.47,2.3334
7.05,0.47,2.3549
7.2,0.47,2.3758
7.35,0.47,2.3961
7.5,0.47,2.4157
7.65,0.47,2.4347
7.8,0.47,2.4531
7.95,0.47,2.471
8.1,0.47,2.4884
8.25,0.47,2.5053
8.4,0.47,2.5217
8.55,0.47,2.5376
8.7,0.47,2.5532
8.85,0.47,2.5682
9,0.47,2.5829
9.15,0.47,2.5972
9.3,0.47,2.6112
9.45,0.47,2.6247
9.6,0.47,2.638
9.75,0.47,2.6509
9.9,0.47,2.6635
10.05,0.47,2.6758
10.2,0.47,2.6878
10.35,0.47,2.6995
10.5,0.47,2.7109
10.65,0.47,2.7221
10.8,0.47,2.733
10.95,0.47,2.7437
11.1,0.47,2.7541
11.25,0.47,2.7643
11.4,0.47,2.7743
11.55,0.47,2.7841
11.7,0.47,2.7937
11.85,0.47,2.803
12,0.47,2.8122
12.15,0.47,2.8212
12.3,0.47,2.83
12.45,0.47,2.8387
12.6,0.47,2.8471
12.75,0.47,2.8554
12.9,0.47,2.8636
13.05,0.47,2.8716
13.2,0.47,2.8794
13.35,0.47,2.8871
13.5,0.47,2.8947
